arm,seed,run_dir,best_epoch,test_macro_mae,test_macro_skill,test_pearson_r,test_global_mae,test_ccc,test_skill_vs_val_constant,val_constant,test_mae_val_constant,test_mae_oracle_constant,constant,winval_macro_skill
lstm,6,runs_val/runs_fleet/lstm_s6_T16_lr0.001_k0.1_aug-full,9,12.966334757783647,0.03218607614325952,-0.0009162437281342193,7.9016031960340944,-3.918251898745922e-07,-0.0035063751870256787,1.8200000524520874,12.921028783067854,12.722514843311288,False,0.01114735977605541
lstm,7,runs_val/runs_fleet/lstm_s7_T16_lr0.001_k0.1_aug-full,11,13.117566231656227,0.02089808081741018,0.005251162892876352,7.9892517414734385,5.435038632329892e-07,-0.015210665643429433,1.8200000524520874,12.921028783067854,12.722514843311288,False,0.008028447039555742
lstm,8,runs_val/runs_fleet/lstm_s8_T16_lr0.001_k0.1_aug-full,3,15.710302262550053,-0.17262507576142094,0.08920966382565024,12.468240568819517,0.07666515683369297,-0.21587085102212256,1.8200000524520874,12.921028783067854,12.722514843311288,False,0.038175432597952086
lstm,9,runs_val/runs_fleet/lstm_s9_T16_lr0.001_k0.1_aug-full,2,14.46781828716116,-0.0798854300548042,-0.0209287449585456,10.468845359031636,-0.01494772257997165,-0.11971101760258218,1.8200000524520874,12.921028783067854,12.722514843311288,False,0.01653005312337963
lstm,10,runs_power/lstm_s10_T16_lr0.001_k0.1_aug-full,7,12.929479223743547,0.034936992241100695,-0.0010778556136859525,7.947490215301514,-0.00010726064754812252,-0.0006540067991154253,1.8200000524520874,12.921028783067854,12.722514843311288,False,0.014098852671331819
lstm,11,runs_power/lstm_s11_T16_lr0.001_k0.1_aug-full,5,16.785786702299607,-0.2528997898671981,-0.08546819494187764,13.330592155456543,-0.0832570517180636,-0.29910605294032466,1.8200000524520874,12.921028783067854,12.722514843311288,False,0.01641297395808794
lstm,12,runs_power/lstm_s12_T16_lr0.001_k0.1_aug-full,9,15.337359775230787,-0.14478845587092493,-0.037844700050263705,12.617513656616211,-0.035986769295731226,-0.18700763172429236,1.8200000524520874,12.921028783067854,12.722514843311288,False,0.058257537273835425
lstm,13,runs_power/lstm_s13_T16_lr0.001_k0.1_aug-full,2,14.517116186613153,-0.08356505073387743,-0.0679719610215394,9.785012245178223,-0.029886759224512106,-0.12352634069176172,1.8200000524520874,12.921028783067854,12.722514843311288,False,-0.007639505293124849
lstm,14,runs_power/lstm_s14_T16_lr0.001_k0.1_aug-full,3,14.219775465346059,-0.061371385712299054,0.10725249634902895,10.434743881225586,0.08805456563428893,-0.10051418537045032,1.8200000524520874,12.921028783067854,12.722514843311288,False,0.04734064534232163
lstm,15,runs_power/lstm_s15_T16_lr0.001_k0.1_aug-full,0,15.42962264636219,-0.15167500422896185,0.06836991471394327,11.534238815307617,0.04370956413309998,-0.19414815224169168,1.8200000524520874,12.921028783067854,12.722514843311288,False,0.0373092821533606
lstm,16,runs_power/lstm_s16_T16_lr0.001_k0.1_aug-full,6,12.809997598728101,0.043855162448418805,0.000665249931601482,7.895116806030273,3.9286078592584e-07,0.008593060676813313,1.8200000524520874,12.921028783067854,12.722514843311288,False,0.009717665714247481
lstm,17,runs_power/lstm_s17_T16_lr0.001_k0.1_aug-full,1,13.007802418923154,0.029090908496404166,-0.008520982165166337,8.012715339660645,-0.0008594860933826435,-0.006715690933914775,1.8200000524520874,12.921028783067854,12.722514843311288,False,0.018720848653749678
lstm,18,runs_power/lstm_s18_T16_lr0.001_k0.1_aug-full,3,12.910049625006048,0.03638722752689061,0.098925764514241,8.989120483398438,0.06789774550162954,0.0008497123755496494,1.8200000524520874,12.921028783067854,12.722514843311288,False,0.07355033773033948
lstm,19,runs_power/lstm_s19_T16_lr0.001_k0.1_aug-full,13,13.099740264659857,0.0222286202017139,0.016592066665660998,7.977294921875,1.5757344138199199e-06,-0.013831056690020826,1.8200000524520874,12.921028783067854,12.722514843311288,False,0.00853919785842061
